fungal	fungus
greed	greedy
dig	pig
fig	pig
fin	sin
sin	sane
sin	sign
sin	sine
sin	sinner
sin	tin
din	sin
dill	mill
fill	mill
meal	mill
mill	milk
mill	oil
mill	milled
foot	oat
oak	oat
weed	wood
grace	grain
grace	grave
gray	grace
grace	graze
grey	grace
race	grace
grace	grade
grade	grain
grade	grave
gray	grade
grade	graze
grey	grade
raid	grade
frayed	grade
gale	grail
grace	grail
grade	grail
grail	grain
grail	grave
gray	grail
grail	graze
grey	grail
grill	grail
rail	grail
grace	grape
grade	grape
grail	grape
grain	grape
grape	grave
gray	grape
grape	graze
grey	grape
rape	grape
crepe	grape
crate	grate
grace	grate
grade	grate
grail	grate
grain	grate
grape	grate
grate	grave
gray	grate
grate	graze
grey	grate
rate	grate
crate	great
grace	great
grade	great
grail	great
grain	great
grape	great
grave	great
gray	great
graze	great
grey	great
rate	great
grain	groin
gain	grin
green	grin
grill	grin
grin	grain
grin	groin
cane	reign
gain	reign
lane	reign
main	reign
mane	reign
pain	reign
pane	reign
race	reign
raid	reign
rail	reign
raise	reign
rake	reign
rape	reign
rate	reign
rave	reign
ray	reign
reign	brain
reign	crane
reign	drain
reign	grain
reign	rainy
reign	sane
reign	train
reign	vain
reign	vein
reign	wane
arraign	reign
bane	reign
feign	reign
reign	rayon
raze	reign
reign	thane
reign	vane
reign	wain
grain	grainy
rainy	grainy
arraign	rein
bane	rein
cane	rein
feign	rein
gain	rein
lane	rein
main	rein
mane	rein
pain	rein
pane	rein
race	rein
raid	rein
rail	rein
raise	rein
rake	rein
rape	rein
rate	rein
rave	rein
ray	rein
raze	rein
rein	brain
rein	crane
rein	drain
rein	grain
rein	rainy
rein	rayon
rein	sane
rein	train
rein	vain
rein	vein
rein	wane
rein	thane
rein	vane
rein	wain
air	hair
hair	hen
hair	share
lily	oily
oil	oily
grassy	greasy
grease	greasy
grease	greed
grease	green
grease	greased
greased	greasy
grease	greaser
greased	greaser
greaser	greasy
bag	bass
bag	bang
bag	bam
bag	fag
bag	gag
bag	bog
bag	burg
fist	list
least	list
list	mist
leased	list
bag	bags
cop	shop
shop	chop
bag	bug
bug	bun
bog	bug
bug	bugger
bug	burg
grab	grub
grub	grubby
grub	gruff
rub	grub
grub	shrub
rub	shrub
cruel	gruel
shell	well
well	wet
well	yell
health	healthy
healthy	wealthy
healthy	healthier
first	thirst
hunger	younger
bugger	hugger
hugger	hunger
hunger	hunker
hunger	monger
monger	younger
cotton	rotten
inaudible	inedible
inedible	ineffable
guts	gutter
cut	gut
gum	gut
gut	guts
gut	gutter
gut	hut
lard	large
stuff	stuffed
brash	trash
drink	drunk
dunk	drunk
drunk	junk
drunk	trunk
junk	junkie
junk	junky
cotton	kitten
kitten	kitchen
coder	kosher
odor	coder
sauce	soar
sauce	soy
bake	break
brain	break
brave	break
rake	break
moon	noon
new	noon
noon	nude
dime	time
tight	time
time	timer
time	tine
bunch	hunch
hunch	lunch
hunch	munch
launch	lunch
launch	lynch
lunch	lynch
bunch	punch
hunch	punch
lunch	punch
munch	punch
place	plain
place	plate
sell	shell
sell	smell
sell	well
sell	yell
stock	stocks
marked	market
market	marketer
deal	deed
eel	deal
deal	feel
deal	dill
deal	meal
deal	reel
deal	heal
eel	heal
feel	heal
hall	heal
heal	heat
heal	meal
heal	reel
heal	heed
deal	heel
eel	heel
feel	heel
hall	heel
heat	heel
heel	meal
heel	reel
heed	heel
deal	kneel
eel	kneel
feel	kneel
heal	kneel
heel	kneel
kneel	meal
kneel	neat
kneel	need
kneel	reel
knead	kneel
hall	mall
mall	meal
mall	mill
mall	small
fee	me
me	meal
me	meat
me	meet
me	mead
me	mete
me	mean
meal	mean
mean	meat
mean	meet
mean	moon
mead	mean
mean	mete
me	meek
meal	meek
mean	meek
meat	meek
meek	meet
mead	meek
meek	mete
deal	peel
eel	peel
feel	peel
heal	peel
heel	peel
kneel	peel
meal	peel
pearl	peel
peat	peel
peel	reel
deal	real
eel	real
feel	real
heal	real
heel	real
kneel	real
meal	real
peel	real
real	reed
real	reef
deal	seal
eel	seal
feel	seal
heal	seal
heel	seal
kneel	seal
meal	seal
peel	seal
real	seal
reel	seal
seal	seat
seal	seed
seal	sell
cede	seal
deal	veal
eel	veal
feel	veal
heal	veal
heel	veal
kneel	veal
meal	veal
peel	veal
real	veal
reel	veal
seal	veal
deal	wheel
eel	wheel
feel	wheel
heal	wheel
heel	wheel
kneel	wheel
meal	wheel
peel	wheel
real	wheel
reel	wheel
seal	wheel
veal	wheel
weed	wheel
well	wheel
wheat	wheel
deal	zeal
eel	zeal
feel	zeal
heal	zeal
heel	zeal
kneel	zeal
meal	zeal
peel	zeal
real	zeal
reel	zeal
seal	zeal
veal	zeal
wheel	zeal
deal	keel
eel	keel
feel	keel
heal	keel
heel	keel
keel	kneel
keel	meal
keel	peel
keel	real
keel	reel
keel	seal
keel	veal
keel	wheel
keel	zeal
keel	keyed
hall	maul
maul	meal
maul	mill
maul	small
meal	mealy
dill	mil
fill	mil
mall	mil
maul	mil
meal	mil
mil	milk
mil	oil
mil	milled
hall	mol
meal	mol
mil	mol
mill	mol
mol	small
fall	moll
mall	moll
maul	moll
meal	moll
mil	moll
mill	moll
mob	moll
mol	moll
mall	mull
maul	mull
meal	mull
mil	mull
mill	mull
mol	mull
moll	mull
deal	peal
eel	peal
feel	peal
heal	peal
heel	peal
keel	peal
kneel	peal
meal	peal
peal	pearl
peal	peat
peal	real
peal	reel
peal	seal
peal	veal
peal	wheel
peal	zeal
deal	riel
eel	riel
feel	riel
heal	riel
heel	riel
keel	riel
kneel	riel
meal	riel
peal	riel
peel	riel
reed	riel
reef	riel
riel	seal
riel	veal
riel	wheel
riel	zeal
deal	teal
eel	teal
feel	teal
heal	teal
heel	teal
keel	teal
kneel	teal
meal	teal
peal	teal
peel	teal
real	teal
reel	teal
riel	teal
seal	teal
teal	teeth
teal	veal
teal	wheel
teal	zeal
teal	teat
lean	clean
lean	mean
cow	scow
grave	gravy
grainy	gravy
birch	butch
butch	butcher
beef	beefy
mince	mint
muffin	mutton
searing	singing
stale	steak
at	mat
cat	mat
fat	mat
hat	mat
mat	meat
mat	meet
mat	mete
meat	meaty
meet	meaty
meaty	meter
mealy	meaty
mete	meaty
fit	mitt
it	mitt
mat	mitt
meat	mitt
meet	mitt
mill	mitt
mitt	might
mitt	mint
mitt	mist
mitt	mite
mitt	wit
mete	mitt
mil	mitt
mitt	whit
at	matte
cat	matte
fat	matte
hat	matte
matte	meat
matte	meet
matte	mitt
matte	mete
mat	moot
matte	moot
meat	moot
meet	moot
mete	moot
mitt	moot
mood	moot
moon	moot
cut	mutt
gut	mutt
hut	mutt
mat	mutt
matte	mutt
meat	mutt
meet	mutt
mete	mutt
mitt	mutt
moot	mutt
mull	mutt
singer	sink
singer	sinner
menu	venue
new	nuke
nook	nuke
noon	nuke
nude	nuke
kook	nuke
bit	bite
bit	byte
beat	bit
bit	bait
bit	fit
it	bit
bit	mitt
beet	bit
bit	wit
bit	whit
peat	piece
peel	piece
piece	pus
peal	piece
tine	tiny
coral	moral
moral	morsel
moral	mortal
morsel	mortal
dorsal	morsel
much	munch
mutt	much
much	mulch
mulch	munch
fee	sea
me	sea
sea	seal
sea	seat
sea	seed
sea	cede
bustle	mussel
bustle	hustle
hustle	mussel
missile	mussel
muddle	mussel
muddle	puddle
missal	mussel
muddle	muffle
muffin	muffle
muffle	mussel
muddle	muzzle
muffle	muzzle
mussel	muzzle
bustle	rustle
hustle	rustle
mussel	rustle
bustle	tussle
hustle	tussle
mussel	tussle
rustle	tussle
louse	mouse
mouse	mouth
able	nibble
able	table
nibble	nickel
cymbal	nimble
nibble	nimble
nibble	nipple
nickel	nipple
able	kibble
kibble	nibble
doodle	noodle
doodle	poodle
needle	noodle
boodle	doodle
boodle	noodle
boodle	poodle
nourish	nourished
order	ordered
ordered	bordered
bug	rug
rub	rug
rug	drug
panty	pantry
gantry	pantry
chewy	choosy
choose	choosy
funny	fussy
fickle	nickel
murky	perky
perky	picky
perky	turkey
dick	pick
kick	pick
pick	picky
pick	pig
pick	pike
picky	piggy
pig	piggy
picky	pinkie
picky	pity
piggy	pity
picky	pixie
achy	picky
achy	hickey
hickey	picky
dicker	picker
kicker	picker
pick	picker
picker	picky
picky	pithy
piggy	pithy
pithy	pity
pick	pix
picker	pix
picky	pix
pix	pixie
basket	biscuit
sherry	cherry
die	pi
dye	pi
high	pi
pi	pike
pi	pine
pi	rye
pi	sigh
pi	spy
pi	thigh
pi	why
pi	psi
each	peach
peat	peach
peach	perch
peach	pita
custard	mustard
collar	cobbler
sweet	sweetie
heart	tart
tarp	tart
tart	chart
buy	bite
buy	byte
buy	die
buy	dye
buy	high
buy	pi
buy	pie
buy	rye
buy	sigh
buy	thigh
buy	why
buy	psi
by	bite
by	byte
by	die
by	dye
by	high
by	pi
by	pie
by	rye
by	sigh
by	thigh
by	why
by	psi
bye	bite
bye	byte
bye	die
bye	dye
bye	high
bye	pi
bye	pie
bye	rye
bye	sigh
bye	thigh
bye	why
bye	psi
eye	buy
eye	by
eye	die
eye	dye
eye	bye
eye	high
eye	ice
eye	pi
eye	pie
eye	rye
eye	sigh
eye	thigh
eye	why
eye	psi
buy	guy
by	guy
bye	guy
die	guy
dye	guy
eye	guy
guy	high
guy	pi
guy	pie
guy	rye
guy	sigh
guy	thigh
guy	why
guy	psi
buy	lie
by	lie
bye	lie
die	lie
dye	lie
eye	lie
guy	lie
high	lie
lie	light
lie	line
lie	pi
lie	pie
lie	rye
lie	sigh
lie	sly
lie	thigh
lie	why
lie	lied
lie	psi
buy	my
by	my
bye	my
die	my
dye	my
eye	my
guy	my
high	my
lie	my
my	might
my	mine
my	mite
my	pi
my	pie
my	rye
my	sigh
my	thigh
my	why
my	psi
day	pay
hay	pay
pay	pain
pay	pale
pay	pane
pay	pi
pay	pie
pay	ray
pale	pile
pi	pile
pie	pile
pike	pile
pile	pine
pile	vile
pile	while
pile	wile
pi	pipe
pie	pipe
pike	pipe
pile	pipe
pine	pipe
pipe	wipe
fry	pry
pi	pry
pie	pry
pry	pride
rye	pry
buy	shy
by	shy
bye	shy
die	shy
dye	shy
eye	shy
guy	shy
high	shy
lie	shy
my	shy
pi	shy
pie	shy
rye	shy
shy	shine
shy	sigh
shy	thigh
shy	why
psi	shy
buy	tie
by	tie
bye	tie
die	tie
dye	tie
eye	tie
guy	tie
high	tie
lie	tie
my	tie
pi	tie
pie	tie
rye	tie
shy	tie
sigh	tie
thigh	tie
tie	sty
tie	tight
tie	time
tie	why
psi	tie
tie	tine
awry	buy
awry	by
awry	bye
awry	die
awry	dye
eye	awry
awry	guy
awry	high
awry	lie
awry	my
awry	pi
awry	pie
awry	rye
awry	shy
awry	sigh
awry	thigh
awry	tie
awry	why
awry	psi
awry	lye
buy	lye
by	lye
bye	lye
die	lye
dye	lye
eye	lye
guy	lye
high	lye
lye	lied
lye	light
lye	line
lye	my
lye	pi
lye	pie
lye	rye
lye	shy
lye	sigh
lye	sly
lye	thigh
lye	tie
lye	why
lye	psi
awry	nigh
buy	nigh
by	nigh
bye	nigh
die	nigh
dye	nigh
eye	nigh
guy	nigh
high	nigh
lie	nigh
lye	nigh
my	nigh
nigh	knife
nigh	knight
nigh	night
nigh	nine
nigh	pi
nigh	pie
nigh	rye
nigh	shy
nigh	sigh
nigh	thigh
nigh	tie
nigh	why
nigh	psi
awry	phi
buy	phi
by	phi
bye	phi
die	phi
dye	phi
eye	phi
guy	phi
high	phi
lie	phi
lye	phi
my	phi
nigh	phi
phi	fight
phi	fine
phi	fire
phi	fry
phi	pi
phi	pie
phi	rye
phi	shy
phi	sigh
phi	thigh
phi	tie
phi	why
phi	psi
dyed	pied
lied	pied
pi	pied
pie	pied
pied	pike
pied	pile
pied	pine
pied	pipe
pied	pride
pied	ride
pied	wide
lie	ply
lye	ply
pi	ply
pie	ply
plough	ply
plow	ply
ply	pry
ply	sly
awry	vie
buy	vie
by	vie
bye	vie
die	vie
dye	vie
eye	vie
guy	vie
high	vie
lie	vie
lye	vie
my	vie
nigh	vie
phi	vie
pi	vie
pie	vie
psi	vie
rye	vie
shy	vie
sigh	vie
thigh	vie
tie	vie
vie	vile
vie	vine
vie	why
awry	wry
buy	wry
by	wry
bye	wry
die	wry
dye	wry
eye	wry
guy	wry
high	wry
lie	wry
lye	wry
my	wry
nigh	wry
phi	wry
pi	wry
pie	wry
psi	wry
ray	wry
shy	wry
sigh	wry
thigh	wry
tie	wry
vie	wry
why	wry
wry	fry
wry	pry
wry	rice
wry	ride
wry	right
wry	rise
wry	rite
wry	write
boiled	boiler
sauce	saucer
bait	late
date	late
lake	late
lane	late
late	light
late	plate
late	rate
late	wait
late	weight
place	plague
plague	plain
plague	plate
lane	plane
pain	plane
pane	plane
place	plane
plague	plane
plane	plate
clay	play
pay	play
play	place
play	plague
play	plain
play	plane
play	plate
play	ply
place	player
plague	player
plain	player
plane	player
plate	player
play	player
late	slate
plate	slate
bait	pate
date	pate
late	pate
pain	pate
pale	pate
pane	pate
pate	paste
pay	pate
pate	plate
pate	rate
pate	wait
pate	weight
paste	placed
place	placed
plate	placed
place	played
plague	played
plain	played
plane	played
plate	played
play	played
played	player
light	plight
plate	plight
ply	plight
flatter	platter
latter	flatter
latter	liter
latter	platter
attar	latter
planner	platter
clatter	clutter
clatter	flatter
latter	clatter
clatter	platter
attar	patter
latter	patter
patter	platter
placer	planner
placer	plaster
placer	platter
planner	planter
planter	plaster
platter	planter
platter	plotter
platter	splatter
abundance	abundant
apple	ample
plenary	plenty
heart	part
part	party
pot	part
part	tart
cite	size
rise	size
sigh	size
sight	size
sign	size
sine	size
site	size
size	wise
psi	size
poetry	poultry
read	ready
red	ready
prepare	prepared
salt	salty
weed	word
wood	word
word	worm
process	processor
process	processed
processed	processor
bake	shake
cake	shake
lake	shake
rake	shake
shake	shape
protein	proton
protein	protean
provision	provisions
rude	crude
brood	crude
croup	crude
rood	crude
awe	raw
awe	law
law	raw
awe	ma
law	ma
ma	me
ma	mob
ma	raw
ma	moll
awe	pa
law	pa
ma	pa
pa	pot
pa	raw
raw	bra
mob	rob
raw	rob
rob	rub
cock	rock
raw	rock
rob	rock
rock	rook
rock	wok
caulk	rock
rock	crock
cod	rod
raw	rod
read	rod
red	rod
reed	rod
rob	rod
rock	rod
rod	rude
rod	rood
hot	rot
pot	rot
raw	rot
rob	rot
rock	rot
rod	rot
new	rue
raw	rue
rue	room
rue	rude
rue	shoe
rue	to
rue	too
rue	true
rue	two
rue	rood
refrigerate	refrigerator
boom	booth
booth	tooth
reserve	reserved
dice	nice
ice	nice
knife	nice
knight	nice
nice	night
nice	nine
nice	rice
nigh	nice
dime	rhyme
rhyme	rice
rhyme	ride
rhyme	right
rhyme	rise
rhyme	rite
rye	rhyme
rhyme	time
rhyme	write
wry	rhyme
price	pride
pry	price
rice	price
pipe	ripe
rape	ripe
rhyme	ripe
rice	ripe
ride	ripe
right	ripe
ripe	rise
ripe	rite
rye	ripe
ripe	wipe
ripe	write
wry	ripe
price	thrice
rice	thrice
dice	vice
ice	vice
nice	vice
rice	vice
vice	vile
vice	vine
vice	voice
vie	vice
knife	rife
rhyme	rife
rice	rife
ride	rife
rife	right
rife	ripe
rife	rise
rife	rite
rye	rife
rife	wife
rife	write
wry	rife
pile	rile
rail	rile
rhyme	rile
rice	rile
ride	rile
rife	rile
right	rile
rile	ripe
rile	rise
rile	rite
rye	rile
rile	vile
rile	while
rile	write
rile	wile
wry	rile
price	trice
rice	trice
thrice	trice
trice	tried
dice	vise
ice	vise
nice	vise
rice	vise
vie	vise
vile	vise
vine	vise
vise	voice
ting	tongue
knuckle	nickel
rub	sub
wrap	crap
good	wood
good	gook
wiener	winner
saber	savor
saber	sailor
sailor	savor
cave	save
rave	save
sane	save
save	savor
save	saved
saved	savor
savor	savior
savor	sliver
aver	favor
aver	savor
aver	shaver
favor	shaver
savor	shaver
aver	waiver
favor	waiver
savor	waiver
shaver	waiver
waiter	waiver
aver	waver
favor	waver
savor	waver
shaver	waver
waiter	waver
favor	saver
saber	saver
sailor	saver
save	saver
saved	saver
saver	savior
saver	savory
saver	sliver
aver	saver
saver	shaver
saver	waiver
saver	waver
savory	slavery
scalp	scallop
air	rare
hair	rare
rare	read
rare	red
rare	roar
rare	share
rare	ref
scare	scarce
scare	scary
scarce	scared
scare	scared
scared	scary
health	help
curve	serve
curve	nerve
nerve	serve
salve	serve
serve	server
give	sieve
salve	sieve
serve	sieve
sieve	save
sieve	sin
sea	sir
sir	serve
sir	stir
serve	surf
sir	surf
serve	swerve
cirque	serve
sir	cirque
cirque	surf
cirque	serf
serf	serve
sir	serf
curve	verve
nerve	verve
serve	verve
serving	surfing
curving	serving
lack	black
lack	look
porridge	portage
portage	shortage
lack	sack
sack	snack
cirque	sack
black	slack
lack	slack
sack	slack
slab	slack
slack	snack
sack	smack
slack	smack
smack	snack
snack	snag
snack	snap
snag	snap
snack	sneak
sneak	speak
sack	stack
slack	stack
smack	stack
snack	stack
stack	stock
knack	lack
knack	nook
knack	nuke
knack	sack
knack	snack
cirque	sac
knack	sac
lack	sac
sac	slack
sac	smack
sac	snack
sac	stack
fee	pea
me	pea
pa	pea
pea	peat
pea	peel
pea	piece
pea	sea
pea	peal
lack	leek
leek	look
lean	leek
leek	meek
dip	dupe
dude	dupe
dupe	soup
dupe	goop
goop	group
goop	soup
dupe	hoop
goop	hoop
hoop	soup
dupe	loop
goop	loop
hoop	loop
lewd	loop
loop	soup
dupe	poop
goop	poop
hoop	poop
loop	poop
poop	soup
sack	sap
sap	snap
sap	soup
sap	wrap
sac	sap
sap	seep
sea	seep
seal	seep
seat	seep
seed	seep
seep	soup
cede	seep
sir	sewer
sewer	soothe
sewer	soup
sewer	stir
dip	sip
sap	sip
seep	sip
sieve	sip
sin	sip
sip	soup
moon	soon
noon	soon
sewer	soon
sin	soon
soon	soothe
soon	soup
soon	spoon
school	scoop
soup	scoop
scoop	snoop
snap	snoop
soup	snoop
scoop	stoop
snoop	stoop
soup	stoop
stew	stoop
new	sue
rue	sue
sea	sue
shoe	sue
sir	sue
sue	sewer
sue	soon
sue	soothe
sue	soup
sue	stew
sue	to
sue	too
sue	two
seat	suit
sewer	suit
soon	suit
soothe	suit
soup	suit
sue	suit
moot	suit
sewer	super
soup	super
super	supper
scoop	swoop
snoop	swoop
soup	swoop
stoop	swoop
coop	cop
coop	cup
coop	dupe
coop	goop
coop	hoop
coop	loop
coop	poop
coop	scoop
coop	soup
coop	croup
coop	kook
cop	coupe
coupe	cup
coupe	dupe
coupe	goop
coupe	hoop
coupe	loop
coupe	poop
coupe	scoop
coupe	soup
coupe	croup
coupe	kook
coop	loupe
coupe	loupe
dupe	loupe
goop	loupe
