absorbent	absorber
compass	contrast
conflict	contrast
boost	contribute
change	contribute
combine	contribute
advance	contribute
alter	contribute
alms	contribution
amount	contribution
attempt	contribution
ascendant	control
assure	control
base	control
cap	control
card	control
ceiling	control
charm	control
condition	control
check	control
cinch	control
confine	control
activity	control
ascertain	control
care	control
catch	control
authority	control
conquer	control
bound	control
auditor	controller
conflict	controversy
action	convection
activity	convection
bathroom	convenience
comfort	convenience
can	convenience
abbey	convent
cloister	convent
community	convent
assembly	convention
accord	convention
conformity	convention
chat	conversation
commerce	conversation
chat	converse
chatter	converse
argue	converse
alter	convert
break	convert
change	convert
compost	convert
breathe	convey
bring	convey
carry	convey
channel	convey
communicate	convey
conduct	convey
captive	convict
belief	conviction
alter	cook
bake	cook
blanch	cook
braise	cook
brown	cook
change	cook
cheat	cook
chef	cook
chisel	cook
coddle	cook
brownie	cookie
cake	cookie
cook	cookie
baking	cooking
broil	cooking
broiling	cooking
barbecue	cookout
change	cool
calmness	cool
calm	cool
cold	cool
composure	cool
alter	cool
beverage	cooler
cell	cooler
collaborate	cooperate
allegiance	cooperation
collaboration	cooperation
compromise	cooperation
conformity	cooperation
compliance	cooperation
commitment	cooperation
association	cooperative
arrange	coordinate
adjust	coordinate
care	coordinate
clutch	cop
act	cope
cloak	cope
brick	cope
brick	coping
cent	copper
conductor	copper
coat	copper
coconut	copra
carbon	copy
cast	copy
clone	copy
bind	cord
clews	cord
cloth	cord
conductor	cord
alcohol	cordial
anisette	cordial
center	core
cadre	core
centre	core
content	core
chamber	core
bar	core
bark	cork
content	corker
cereal	corn
callus	corn
area	corner
command	corner
construction	corner
control	corner
abundance	cornucopia
belly	corporation
conglomerate	corporation
body	corps
body	corpse
capital	corpus
collection	corpus
amass	corral
collect	corral
compile	corral
arrange	corral
accumulate	corral
align	correct
alter	correct
amend	correct
atone	correct
attune	correct
balance	correct
berate	correct
carry	correct
change	correct
chide	correct
coordinate	correct
amendment	correction
compensation	correction
card	correspondence
conformity	correspondence
communicator	correspondent
change	corrupt
alter	corrupt
apparel	corset
clothe	corset
ask	cost
charge	cost
be	cost
assessment	cost
apparel	costume
attire	costume
clothe	costume
bed	cot
circle	coterie
band	coterie
bush	cotton
cloth	cotton
articulate	couch
bed	couch
assembly	council
attorney	counsel
content	counsel
consult	counsel
adviser	counselor
advisor	counselor
attorney	counselor
add	count
approximate	count
bank	count
circulation	count
class	count
complement	count
classify	count
be	count
ascertain	count
count	countdown
act	counter
calculator	counter
chip	counter
clout	counter
answer	counter
biff	counter
bar	counter
cheat	counterfeiter
cheater	counterfeiter
countdown	counting
backwoods	country
block	country
center	country
centre	country
clear	country
corner	country
ally	country
arena	country
country	countryside
auto	coupe
automobile	coupe
car	coupe
breed	couple
bang	couple
bugger	couple
attach	couple
bonk	couple
bed	couple
clutch	coupler
bearer	courier
action	course
appetizer	course
bed	course
belt	course
act	court
authorities	court
cloister	court
area	court
chase	court
assembly	court
chancery	court
chivalry	courtesy
attention	courtesy
comment	courtesy
appeal	courting
cave	cove
assembly	coven
commune	covenant
communicate	covenant
agreement	covenant
confirm	covenant
carpet	cover
conceal	cover
couple	cover
case	cover
assure	cover
cap	cover
cloak	cover
apparel	cover
bank	cover
blanket	cover
bread	cover
butter	cover
brush	cover
bridge	cover
broach	cover
clothe	cover
bind	cover
cake	cover
canvas	cover
bedding	cover
bloody	cover
contact	cover
course	cover
control	cover
concrete	cover
check	cover
camouflage	cover
be	cover
blind	cover
ascertain	cover
clapboard	cover
coat	cover
correct	cover
bark	cover
apply	cover
amount	coverage
artifact	covering
blanket	covering
bubble	covering
cap	covering
case	covering
casing	covering
cloak	covering
clothing	covering
cover	covering
coat	covering
coating	covering
bark	covering
covering	covert
camouflage	covert
blind	covert
awe	cow
buffalo	cow
cattle	cow
adventurer	cowboy
bend	cower
bow	cower
cowboy	cowgirl
cover	cowl
beef	cows
bull	cows
cow	cows
bovine	cows
complain	crab
break	crack
change	crack
chink	crack
breaking	crack
chap	crack
alligator	crack
attempt	crack
check	crack
cocaine	crack
chance	crack
alter	crack
blemish	crack
blank	crack
comment	crack
bread	cracker
coder	cracker
change	crackle
alter	crackle
beginning	cradle
birth	cradle
accomplishment	craft
class	craft
carpentry	craft
aircraft	craft
business	craft
affect	cramp
clamp	cramp
clinch	cramp
confine	cramp
bound	cramp
bush	cranberry
berry	cranberry
bend	crank
crab	crank
amphetamine	crank
bunk	crap
accident	crash
break	crash
cast	crash
change	crash
collide	crash
clash	crash
case	crate
box	crate
collector	crater
beg	crave
coward	craven
appetite	craving
addiction	craving
bend	crawl
crack	craze
caper	craziness
clowning	craziness
beat	cream
apply	cream
brush	crease
act	create
appoint	create
beat	create
beget	create
breed	create
bring	create
burn	create
cause	create
charge	create
chop	create
clear	create
conjure	create
copy	create
blast	create
compose	create
assemble	create
bear	create
build	create
construct	create
arouse	create
cleave	create
activity	creation
art	creation
artifact	creation
beginning	creation
classic	creation
composition	creation
conception	creativity
ability	creativity
craftsman	creator
architect	creator
artist	creator
builder	creator
adult	creature
being	creature
captive	creature
accomplishment	credit
believe	credit
ascribe	credit
bank	credit
achievement	credit
assets	credit
calculate	credit
approval	credit
assign	credit
attribute	credit
account	credit
approximation	credit
confession	creed
bend	creep
burn	cremate
cloth	crepe
cover	crepe
appendage	crest
brow	crest
comb	crest
cleft	crevasse
crack	crevasse
break	crevice
chap	crevice
chink	crevice
crevasse	crevice
aircrew	crew
bin	crib
cards	crib
cheat	crib
chisel	crib
cramp	crick
announcer	crier
committal	crime
attack	crime
attempt	crime
commission	crime
abductor	criminal
accessory	criminal
abductor	crimp
color	crimson
bend	cringe
appraiser	critic
analysis	criticism
blast	criticism
attack	criticism
carping	criticism
act	criticize
assail	criticize
assault	criticize
berate	criticize
blame	criticize
blast	criticize
chide	criticize
censure	criticize
attack	criticize
belittle	criticize
comment	criticize
criticism	critique
animal	critter
beast	critter
brute	critter
creature	critter
complain	croak
asphyxiate	croak
abort	croak
bunk	crock
carbon	crock
bleed	crock
bun	croissant
abductor	crook
bend	crook
accessory	crook
bear	crop
collection	crop
being	cross
breed	cross
bridge	cross
construction	cross
cover	cross
course	cross
continue	cross
bow	crossbow
corner	crossing
corner	crossroad
crisis	crossroads
community	crossroads
branch	crotch
angle	crotch
bend	crouch
cower	crouch
bending	crouch
boast	crow
boasting	crow
congratulate	crow
blow	crow
brag	crow
bluster	crow
army	crowd
approach	crowd
assemble	crowd
congestion	crowding
boast	crowing
boasting	crowing
acme	crown
apex	crown
brow	crown
cover	crown
coin	crown
award	crown
climax	crown
abuse	cruelty
brutality	cruelty
auto	cruiser
automobile	cruiser
car	cruiser
bite	crumb
coat	crumb
bit	crumb
break	crumble
change	crumble
bust	crumble
corrode	crumble
collapse	crumple
crinkle	crumple
break	crumple
crease	crumple
crisp	crumple
chew	crunch
advertise	crusade
campaign	crusade
consumerism	crusade
activist	crusader
best	crush
break	crush
bruise	crush
change	crush
crowd	crush
cheat	crush
cream	crush
clobber	crush
alter	crush
bat	crush
bar	crushing
cover	crust
covering	crust
calculus	crust
crow	cry
coo	cry
change	cry
announce	cry
complaint	cry
bellowing	cry
bay	cry
clamor	cry
bawl	cry
cackle	cry
boo	cry
cluck	cry
blubber	cry
alter	cry
bellow	cry
bird	cry
bark	cry
activity	crying
component	crystal
bear	cub
birth	cub
boy	cub
beginner	cub
block	cube
bay	cubicle
closet	cubicle
bosom	cuddle
clutch	cuddle
caboose	cuddy
club	cudgel
bond	cuff
cooking	cuisine
collect	cull
berry	cull
adapt	cultivate
appreciation	culture
attitude	culture
content	culture
chalice	cup
beaker	cup
container	cup
crockery	cup
cake	cupcake
coward	cur
abridge	curb
blink	curb
contain	curb
control	curb
check	curb
confine	curb
catch	curb
bit	curb
conquer	curb
bound	curb
acoustic	cure
aid	cure
antidote	cure
balm	cure
change	cure
application	cure
bend	curl
crimp	curl
bush	currant
berry	currant
cash	currency
course	current
charm	curse
conjure	curse
abuse	curse
arouse	curse
barrier	curtain
blind	curtain
arch	curve
bell	curve
bend	curve
crook	curve
crescent	curve
bow	curve
be	curve
arc	curve
bed	cushion
confinement	custody
buyer	customer
consumer	customer
absence	cut
abuse	cut
appear	cut
be	cut
blast	cut
bob	cut
bore	cut
brisket	cut
canal	cut
carve	cut
change	cut
chase	cut
chatter	cut
check	cut
chip	cut
chop	cut
clip	cut
clipping	cut
concentrate	cut
cope	cut
cradle	cut
create	cut
crop	cut
cube	cut
alter	cut
acquire	cut
boat	cutter
clip	cutting
clipping	cutting
athletics	cycling
atmosphere	cyclone
barrel	cylinder
chamber	cylinder
container	cylinder
blister	cyst
apply	dab
bob	dabble
busy	dabble
crease	dagger
character	dagger
confection	dainty
block	dam
barrier	dam
break	damage
bruise	damage
change	damage
cost	damage
burn	damage
corrode	damage
alter	damage
blemish	damage
alteration	damage
conjure	damn
arouse	damn
blunt	damp
break	damp
contain	damp
curb	damp
control	damp
check	damp
cushion	damper
art	dance
ball	dance
boogie	dance
bop	dance
break	dance
bump	dance
chasse	dance
clog	dance
area	danger
cause	danger
chance	danger
condition	danger
country	danger
act	dare
brazen	dare
challenge	dare
adventurer	daredevil
challenge	daring
black	dark
blackout	dark
condition	dark
change	darken
blind	darken
alter	darken
cloud	darken
blackout	darkness
condition	darkness
black	darkness
butterfly	dart
brute	darter
beast	darter
animal	darter
